,From,To,Connection
19925,429,6610,1
19926,429,8240,1
19927,429,8501,1
19928,429,9151,1
19929,4242,429,1
19930,4242,3908,1
19931,4242,8075,1
19932,4180,1990,1
19933,4180,4410,1
19934,4180,6902,1
19935,4180,9081,1
19936,9081,1824,1
19937,9081,2099,1
19938,9081,2609,1
19939,9081,2913,1
19940,9081,4180,1
19941,9081,4341,1
19942,9081,4983,1
19943,9081,7269,1
19944,9081,8025,1
19945,9081,9262,1
19946,9081,9685,1
19947,9081,9710,1
19948,7835,3354,1
19949,7835,6413,1
19950,9731,80,1
19951,9731,222,1
19952,9731,1283,1
19953,9731,1405,1
19954,9731,1425,1
19955,9731,1909,1
19956,9731,2206,1
19957,9731,2313,1
19958,9731,3264,1
19959,9731,3793,1
19960,9731,5141,1
19961,9731,6363,1
19962,9731,6984,1
19963,9731,7907,1
19964,9731,8224,1
19965,9731,8571,1
19967,9731,8934,1
19968,8673,2228,1
19969,8673,4697,1
19970,8673,5218,1
19971,8673,6589,1
19972,8673,7352,1
19973,2136,9089,1
19975,6509,633,1
19976,6509,8887,1
19979,3588,2016,1
19980,3588,5391,1
19981,5391,1801,1
19982,5391,2016,1
19983,5391,3481,1
19985,5391,4179,1
19986,5391,4761,1
19987,5391,8199,1
19988,5391,8859,1
19989,5391,9102,1
19990,5391,9388,1
19993,8551,277,1
19994,8551,997,1
19995,8551,1429,1
19996,8551,2574,1
19997,8551,2583,1
19998,8551,3063,1
19999,8551,3491,1
20000,8551,3636,1
20001,8551,3660,1
20002,8551,4072,1
20003,8551,4249,1
20004,8551,5971,1
20005,8551,5984,1
20006,8551,6884,1
20007,8551,9650,1
20008,7305,171,1
20009,7305,423,1
20011,6755,2254,1
20012,6755,9165,1
20013,6755,9215,1
20014,9215,583,1
20015,9215,2254,1
20016,9215,3121,1
20017,9215,5627,1
20019,9215,6756,1
20020,9215,9165,1
20021,9215,9821,1
20022,2196,2328,1
20023,2196,2527,1
20024,2196,6414,1
20025,2196,7436,1
20026,6414,2196,1
20027,6414,2913,1
20028,6414,5277,1
20029,6414,7436,1
20030,6414,9475,1
20031,7436,997,1
20032,7436,1122,1
20034,7436,2328,1
20035,7436,2443,1
20036,7436,2913,1
20037,7436,5277,1
20038,7436,6072,1
20039,7436,6289,1
20040,7436,6414,1
20041,7436,7954,1
20042,5003,209,1
20043,5003,210,1
20044,5003,539,1
20045,5003,732,1
20046,5003,932,1
20047,5003,1026,1
20048,5003,2248,1
20049,5003,3171,1
20050,5003,3546,1
20051,5003,3592,1
20052,5003,3811,1
20053,5003,6423,1
20054,5003,7704,1
20055,3140,507,1
20057,3140,1338,1
20058,3140,1575,1
20059,3140,1753,1
20060,3140,2297,1
20061,3140,2518,1
20062,3140,2951,1
20063,3140,3790,1
20065,3140,4526,1
20066,3140,4638,1
20067,3140,4697,1
20068,3140,5760,1
20069,3140,6381,1
20070,3140,7742,1
20071,7547,5085,1
20073,7547,9132,1
20074,2036,9366,1
20076,7768,1633,1
20077,7768,2429,1
20078,7768,2565,1
20079,7768,3019,1
20080,7768,3138,1
20081,7768,3145,1
20082,7768,3944,1
20083,7768,4415,1
20084,7768,5712,1
20085,7768,6074,1
20086,7768,6421,1
20087,7768,6974,1
20088,7768,7198,1
20089,7768,7438,1
20090,7768,7665,1
20091,7768,7816,1
20092,7768,7847,1
20093,7768,8369,1
20094,7768,9261,1
20095,7768,9385,1
20096,7768,9704,1
20097,7816,73,1
20098,7816,814,1
20099,7816,1935,1
20100,7816,2080,1
20101,7816,2123,1
20102,7816,2429,1
20103,7816,2793,1
20104,7816,3086,1
20105,7816,3145,1
20106,7816,3336,1
20107,7816,3549,1
20108,7816,5447,1
20109,7816,5712,1
20110,7816,5848,1
20111,7816,5881,1
20112,7816,6074,1
20113,7816,6738,1
20114,7816,7198,1
20115,7816,7768,1
20116,7816,8262,1
20117,7816,9163,1
20118,7816,9409,1
20119,5809,403,1
20120,5809,881,1
20121,5809,1951,1
20122,5809,4038,1
20123,5809,6776,1
20124,5809,7582,1
20126,881,3247,1
20127,881,3959,1
20128,881,4194,1
20129,881,5091,1
20130,881,5639,1
20132,881,8688,1
20133,881,9434,1
20135,4079,6248,1
20136,4079,7045,1
20138,2203,490,1
20139,2203,808,1
20140,2203,1374,1
20141,2203,2934,1
20142,2203,4653,1
20143,2203,4933,1
20144,2203,5751,1
20145,2203,5999,1
20146,2203,6801,1
20147,2203,7968,1
20148,2203,8335,1
20149,2203,8716,1
20150,4086,2192,1
20151,4086,4321,1
20152,4086,5988,1
20153,4086,6328,1
20156,6268,1418,1
20157,6268,3320,1
20158,6268,4754,1
20159,6268,9601,1
20161,2431,857,1
20162,2431,3110,1
20163,2431,6048,1
20164,2431,9125,1
20165,898,1785,1
20166,898,2164,1
20167,898,2265,1
20168,898,3987,1
20169,898,4356,1
20170,898,4368,1
20171,898,4786,1
20172,898,5026,1
20173,898,5405,1
20174,898,7023,1
20175,1785,898,1
20176,1785,2164,1
20177,1785,2265,1
20178,1785,3987,1
20179,1785,4356,1
20180,1785,4368,1
20181,1785,4786,1
20182,1785,5026,1
20183,1785,5405,1
20184,1785,7023,1
20185,4356,898,1
20187,353,3150,1
20188,353,4687,1
20189,353,6659,1
20190,353,8405,1
20191,4661,926,1
20192,4661,1014,1
20193,4661,1511,1
20194,4661,2176,1
20195,4661,2788,1
20196,4661,2882,1
20197,4661,3739,1
20199,4661,4806,1
20200,4661,4974,1
20201,4661,4999,1
20202,4661,6803,1
20203,4661,6845,1
20204,4661,7109,1
20205,4661,7846,1
20206,4661,7946,1
20207,4661,8311,1
20208,4661,8992,1
20209,835,3785,1
20211,6400,2588,1
20212,6400,2597,1
20213,6400,3747,1
20214,6400,4407,1
20215,6400,8647,1
20216,4354,2590,1
20217,4354,2605,1
20218,4354,3855,1
20219,4354,4110,1
20220,4354,4387,1
20221,4354,4407,1
20223,4354,5649,1
20224,4354,7018,1
20225,4354,8201,1
20226,4354,9585,1
20227,7341,1351,1
20228,7341,2336,1
20229,7341,5733,1
20230,7341,9121,1
20234,8506,3225,1
20235,8506,5386,1
20236,8506,8654,1
20237,8506,9559,1
20238,8654,298,1
20239,8654,3225,1
20240,8654,3517,1
20241,8654,6344,1
20242,8654,8506,1
20243,8654,8724,1
20244,8654,9012,1
20245,8654,9559,1
20246,8654,9569,1
20247,8654,9586,1
20248,9559,3225,1
20249,9559,3628,1
20250,9559,3948,1
20251,9559,5352,1
20252,9559,5386,1
20253,9559,6410,1
20254,9559,8506,1
20256,5476,152,1
20257,5476,921,1
20260,5476,9512,1
20261,7191,2328,1
20262,7191,2527,1
20264,7191,7563,1
20265,7191,9117,1
20266,1210,4740,1
20267,1210,8860,1
20268,4740,516,1
20270,4740,1746,1
20271,4740,5230,1
20272,4740,6262,1
20273,4740,6599,1
20274,4740,8318,1
20275,4740,8860,1
20276,5305,1351,1
20280,2587,109,1
20281,2587,4091,1
20282,3586,4122,1
20284,1255,9340,1
20287,5835,1366,1
20288,5835,2491,1
20289,5835,4341,1
20290,5835,8959,1
20291,5835,9399,1
20292,9838,1115,1
20294,9838,6223,1
20295,9838,8075,1
20296,6698,431,1
20297,6698,2462,1
20298,6698,2892,1
20299,6698,3391,1
20300,6698,4447,1
20301,6698,5727,1
20302,6698,6664,1
20303,6698,8237,1
20304,6698,8369,1
20305,2892,431,1
20306,2892,2615,1
20307,2892,2821,1
20308,2892,3462,1
20309,2892,5727,1
20310,2892,6108,1
20311,2892,6664,1
20312,2892,6698,1
20313,2892,7150,1
20314,2892,8147,1
20315,2892,8237,1
20316,8237,431,1
20317,8237,2892,1
20320,6075,522,1
20321,6075,1349,1
20322,6075,1549,1
20323,6075,1941,1
20324,6075,2484,1
20325,6075,4011,1
20326,6075,5739,1
20327,6075,6183,1
20328,6075,7889,1
20329,6075,8058,1
20330,6075,8456,1
20331,6075,9380,1
20332,2310,2100,1
20333,2310,8993,1
20336,1853,1163,1
20337,1853,1351,1
20338,1853,4526,1
20339,1853,4543,1
20340,1853,6953,1
20341,1853,7999,1
20342,1853,8978,1
20344,2311,1097,1
20345,2311,1529,1
20346,2311,2012,1
20347,2311,4270,1
20348,2311,5029,1
20349,2311,5048,1
20350,2311,6458,1
20351,2311,8106,1
20352,2311,8731,1
20353,2311,9488,1
20354,478,224,1
20355,478,728,1
20357,478,3269,1
20358,478,3775,1
20359,478,4033,1
20360,478,4215,1
20361,478,4746,1
20362,478,4747,1
20363,478,4752,1
20364,478,4753,1
20365,478,4754,1
20366,478,5603,1
20367,478,6324,1
20368,478,6555,1
20369,478,6786,1
20370,478,7201,1
20371,478,7660,1
20372,478,7910,1
20373,478,8259,1
20374,478,9627,1
20375,478,9636,1
20376,2079,687,1
20377,2079,3883,1
20378,2079,6709,1
20379,3883,687,1
20380,3883,849,1
20381,3883,872,1
20382,3883,2079,1
20383,3883,4416,1
20384,3883,5478,1
20385,3883,6566,1
20386,3883,7682,1
20387,3883,8149,1
20388,3883,9467,1
20389,4526,210,1
20390,4526,349,1
20391,4526,352,1
20392,4526,912,1
20393,4526,1163,1
20394,4526,1534,1
20395,4526,1575,1
20396,4526,1853,1
20397,4526,2161,1
20398,4526,3140,1
20399,4526,4240,1
20400,4526,4697,1
20401,4526,5760,1
20402,4526,5791,1
20403,4526,6113,1
20404,4526,6935,1
20405,4526,8231,1
20406,4526,8799,1
20407,4526,9261,1
20408,855,1926,1
20409,855,3258,1
20410,855,3693,1
20412,4755,3848,1
20413,4755,4209,1
20414,4755,4211,1
20415,4209,99,1
20416,4209,1467,1
20417,4209,1496,1
20418,4209,3848,1
20419,4209,4208,1
20420,4209,4209,1
20421,4209,4211,1
20422,4209,4214,1
20423,4209,4215,1
20424,4209,4219,1
20425,4209,4746,1
20426,4209,4747,1
20427,4209,4752,1
20428,4209,4755,1
20429,4209,4759,1
20430,4209,5066,1
20431,4209,5555,1
20432,4209,5603,1
20433,4209,5738,1
20434,4209,5876,1
20435,4209,5893,1
20436,4209,6311,1
20437,4209,6551,1
20438,4209,6552,1
20439,4209,6557,1
20440,4209,8634,1
20441,4209,9596,1
20442,4209,9627,1
20443,4209,9652,1
20444,4209,9653,1
20445,4209,9656,1
20446,2671,7363,1
20448,7363,2179,1
20451,7363,6611,1
20452,2635,2403,1
20453,2635,5334,1
20454,2635,5470,1
20455,5334,2403,1
20456,5334,2635,1
20457,5334,5109,1
20458,5334,5470,1
20459,5334,7904,1
20463,507,138,1
20464,507,1338,1
20465,507,1753,1
20466,507,2475,1
20467,507,3140,1
20468,507,4697,1
20469,507,8790,1
20471,519,520,1
20472,519,1736,1
20473,519,2771,1
20474,520,12,1
20475,520,33,1
20476,520,519,1
20477,520,544,1
20478,520,1358,1
20479,520,1580,1
20480,520,2771,1
20481,520,3316,1
20482,520,4547,1
20483,520,5173,1
20484,520,5249,1
20485,520,5699,1
20486,520,5861,1
20487,520,7405,1
20488,520,7406,1
20489,520,7701,1
20490,520,9517,1
20492,1289,5648,1
20494,5648,7868,1
20495,5887,1111,1
20496,5887,7795,1
20497,5887,8520,1
20500,1574,5579,1
20501,1574,7601,1
20503,8095,2581,1
20504,8095,2817,1
20505,8095,5263,1
20506,8095,6776,1
20507,337,8727,1
20508,337,9566,1
20509,8727,337,1
20510,8727,9566,1
20512,9566,3652,1
20513,9566,5658,1
20514,9566,5963,1
20517,1163,1853,1
20520,6816,2017,1
20521,6816,6867,1
20522,6816,7256,1
20523,6816,7459,1
20524,6816,8682,1
20525,6816,9348,1
20527,3065,94,1
20528,3065,1014,1
20529,3065,1186,1
20530,3065,1722,1
20531,3065,1903,1
20532,3065,2518,1
20533,3065,2882,1
20534,3065,3091,1
20535,3065,3268,1
20536,3065,3387,1
20537,3065,3524,1
20538,3065,4033,1
20539,3065,4266,1
20540,3065,4467,1
20541,3065,5008,1
20542,3065,5151,1
20543,3065,5642,1
20544,3065,6072,1
20545,3065,6397,1
20546,3065,6463,1
20547,3065,6645,1
20548,3065,6815,1
20549,3065,6893,1
20550,3065,6912,1
20551,3065,7107,1
20552,3065,7989,1
20553,3065,8292,1
20554,3065,8934,1
20555,3065,9260,1
20556,3065,9333,1
20557,3065,9492,1
20558,1489,346,1
20559,1489,423,1
20560,1489,1118,1
20561,1489,2509,1
20562,1489,3772,1
20563,1489,5077,1
20564,1489,7025,1
20565,1489,7380,1
20566,1489,7833,1
20567,1489,8976,1
20568,1489,9181,1
20570,1489,9862,1
20571,2353,801,1
20572,2353,4725,1
20573,2353,8243,1
20574,2353,9052,1
20575,8243,934,1
20576,8243,2164,1
20577,8243,2353,1
20578,8243,4421,1
20579,8243,5034,1
20580,8243,5328,1
20581,8243,6903,1
20582,8243,9052,1
20585,769,1778,1
20586,769,1871,1
20587,769,4153,1
20588,769,4714,1
20589,769,5138,1
20590,769,5240,1
20591,769,5911,1
20592,769,7913,1
20593,769,8547,1
20594,4714,769,1
20595,4714,1871,1
20596,4714,4153,1
20597,4714,5240,1
20598,4714,5911,1
20599,4714,7913,1
20600,4714,8547,1
20601,8547,704,1
20602,8547,769,1
20603,8547,4153,1
20604,8547,4714,1
20605,8547,6820,1
20606,8547,7764,1
20607,8547,8844,1
20608,5312,1328,1
20609,5312,3669,1
20610,5312,3706,1
20611,5312,7117,1
20612,5312,8112,1
20613,5312,9243,1
20614,8112,1328,1
20615,8112,3669,1
20616,8112,3706,1
20617,8112,5312,1
20618,8112,7117,1
20619,8112,9243,1
20620,9243,167,1
20621,9243,844,1
20622,9243,1221,1
20623,9243,1328,1
20624,9243,2973,1
20625,9243,3357,1
20627,9243,3706,1
20628,9243,3863,1
20629,9243,4643,1
20630,9243,5192,1
20631,9243,5312,1
20632,9243,6590,1
20633,9243,6726,1
20634,9243,7117,1
20635,9243,8112,1
20636,9243,8367,1
20637,9243,9435,1
20638,441,2442,1
20639,441,2543,1
20640,441,4047,1
20641,441,9728,1
20642,2442,133,1
20643,2442,441,1
20644,2442,913,1
20645,2442,4470,1
20646,2442,5112,1
20647,2442,6404,1
20648,2442,6869,1
20649,2442,7452,1
20650,2442,7494,1
20651,2442,7775,1
20652,2442,8446,1
20653,7706,620,1
20654,7706,5104,1
20655,7706,6535,1
20656,7706,6764,1
20657,7706,7426,1
20658,7706,9866,1
20659,1762,8079,1
20661,8079,4964,1
20663,2722,451,1
20664,2722,584,1
20665,2722,3095,1
20666,2722,3681,1
20667,2722,4335,1
20669,2722,6136,1
20670,2722,8742,1
20671,2722,9409,1
20672,8742,2722,1
20673,8742,6907,1
20674,8742,7787,1
20675,508,1328,1
20676,508,3028,1
20677,508,3375,1
20678,508,6068,1
20679,508,6377,1
20680,508,6544,1
20681,508,7614,1
20682,3375,423,1
20683,3375,508,1
20684,3375,1118,1
20685,3375,1328,1
20686,3375,3028,1
20687,3375,5732,1
20688,3375,6377,1
20689,3375,6544,1
20690,3375,7614,1
20691,6377,508,1
20692,6377,1328,1
20693,6377,3028,1
20694,6377,3375,1
20695,6377,5732,1
20696,6377,7321,1
20697,6377,7614,1
20698,6377,9475,1
20699,7614,423,1
20700,7614,508,1
20701,7614,1118,1
20702,7614,1328,1
20703,7614,3028,1
20704,7614,3375,1
20705,7614,5732,1
20706,7614,6377,1
20707,775,2767,1
20708,775,5643,1
20709,2767,68,1
20710,2767,775,1
20711,2767,1778,1
20712,2767,2046,1
20713,2767,2167,1
20714,2767,4552,1
20715,2767,5088,1
20716,2767,5117,1
20717,2767,5407,1
20718,2767,5643,1
20719,2767,6887,1
20720,2767,8631,1
20721,2767,9165,1
20722,2767,9484,1
20723,5643,518,1
20725,5643,1391,1
20726,5643,1778,1
20727,5643,2767,1
20728,5643,4552,1
20729,1611,557,1
20730,1611,1196,1
20732,1611,2684,1
20733,1611,3039,1
20734,1611,3298,1
20735,1611,7058,1
20736,1611,7730,1
20737,1611,7743,1
20738,1611,8906,1
20739,3298,1611,1
20740,3298,4017,1
20741,3298,7730,1
20742,7730,1611,1
20744,7730,6531,1
20745,7730,6587,1
20746,7730,6853,1
20747,7730,8179,1
20748,8274,583,1
20749,8274,816,1
20750,8274,2554,1
20751,8274,2601,1
20752,8274,3241,1
20753,8274,3738,1
20754,8274,4103,1
20755,8274,5197,1
20756,8274,6548,1
20757,8274,7494,1
20758,8274,8188,1
20759,4510,6993,1
20761,3953,751,1
20762,3953,1629,1
20763,3953,2099,1
20764,3953,2609,1
20765,3953,2962,1
20766,3953,3638,1
20767,3953,4672,1
20768,3953,7339,1
20769,3953,8068,1
20770,3953,8693,1
20771,3953,8991,1
20772,3953,9076,1
20773,3953,9279,1
20775,551,265,1
20776,551,2014,1
20777,551,3887,1
20778,551,5488,1
20779,551,5589,1
20780,551,6700,1
20781,2014,551,1
20782,2014,5488,1
20784,791,3534,1
20785,791,5844,1
20786,791,8671,1
20787,204,1364,1
20789,1364,372,1
20790,1364,413,1
20791,1364,512,1
20792,1364,974,1
20793,1364,1026,1
20794,1364,1183,1
20795,1364,1695,1
20796,1364,2110,1
20797,1364,2181,1
20798,1364,2209,1
20799,1364,2786,1
20800,1364,3303,1
20801,1364,3481,1
20802,1364,3871,1
20803,1364,4033,1
20804,1364,4642,1
20805,1364,5925,1
20806,1364,6051,1
20807,1364,6714,1
20808,1364,7149,1
20809,1364,8048,1
20810,1364,8065,1
20811,1364,8315,1
20812,5778,832,1
20813,5778,1014,1
20814,5778,2176,1
20815,5778,2325,1
20816,5778,3868,1
20817,5778,6369,1
20818,5778,6813,1
20819,5778,7109,1
20820,5778,7846,1
20821,5778,8286,1
20822,5778,8311,1
20823,5778,8680,1
20824,5778,9766,1
20825,8675,2145,1
20826,8675,3534,1
20827,2145,3534,1
20828,2145,8462,1
20829,2145,8675,1
20831,3534,374,1
20833,3534,1127,1
20834,3534,1550,1
20835,3534,2145,1
20836,3534,2906,1
20839,3534,7641,1
20840,3534,7745,1
20841,3534,8462,1
20843,1658,512,1
20844,1658,622,1
20845,1658,3356,1
20846,1658,6425,1
20847,2784,9776,1
20848,9776,2005,1
20849,9776,2040,1
20851,9776,3529,1
20852,9776,3717,1
20853,9776,4750,1
20854,9776,4925,1
20855,9776,5167,1
20856,9776,5430,1
20857,9776,5876,1
20858,9776,6433,1
20859,9776,6552,1
20860,9776,8634,1
20861,9776,8747,1
20862,9776,9785,1
20863,9776,9819,1
20864,2147,6282,1
20866,8517,824,1
20867,8517,5938,1
20868,856,1479,1
20869,856,1680,1
20870,856,1808,1
20871,856,4863,1
20872,856,4922,1
20873,856,5408,1
20875,856,9527,1
20876,856,9802,1
20877,7266,1705,1
20878,7266,4572,1
20879,7266,5244,1
20880,7266,6550,1
20881,4599,2977,1
20882,4599,3130,1
20883,4599,3206,1
20885,4599,4344,1
20886,4599,4749,1
20887,4599,4753,1
20889,4599,7968,1
20890,4599,9106,1
20891,3501,1084,1
20892,3501,8413,1
20893,3501,9430,1
20894,9430,3501,1
20895,9430,4990,1
20897,4876,728,1
20898,4876,1071,1
20899,4876,2611,1
20900,4876,3207,1
20901,4876,3649,1
20902,4876,3934,1
20903,4876,4137,1
20904,4876,4227,1
20905,4876,4999,1
20906,4876,5358,1
20907,4876,6425,1
20908,4876,6703,1
20909,4876,8301,1
20910,8589,5095,1
20911,8589,5144,1
20912,8589,7536,1
20913,8589,8048,1
20914,8589,8866,1
20915,8866,3227,1
20916,8866,3631,1
20917,8866,5095,1
20918,8866,5144,1
20919,8866,5652,1
20920,8866,6012,1
20921,8866,6278,1
20922,8866,8065,1
20923,8866,8589,1
20924,8866,8632,1
20925,8866,8947,1
20926,8866,9558,1
20927,8866,9560,1
20928,5144,3985,1
20929,5144,4349,1
20930,5144,5095,1
20931,5144,5966,1
20932,5144,8056,1
20933,5144,8589,1
20936,2216,5271,1
20937,2216,7627,1
20938,7627,2216,1
20939,7627,5271,1
20943,1468,3962,1
20944,1468,5740,1
20945,1468,8034,1
20946,1468,8295,1
20947,1468,9767,1
20948,8034,1468,1
20949,8034,8295,1
20952,4820,6183,1
20953,4820,7889,1
20954,6183,1941,1
20955,6183,2894,1
20957,6183,4989,1
20958,6183,6075,1
20959,6183,7889,1
20960,6183,7953,1
20961,6183,8058,1
20962,1589,85,1
20963,1589,266,1
20964,1589,1322,1
20965,1589,1641,1
20966,1589,2403,1
20967,1589,8424,1
20968,8424,85,1
20969,8424,266,1
20970,8424,1322,1
20971,8424,1589,1
20972,8424,1641,1
20973,8424,2403,1
20974,4012,2741,1
20975,4012,5775,1
20978,9207,3869,1
20979,9207,4653,1
20981,5361,818,1
20982,5361,2887,1
20983,5361,3337,1
20984,5361,3562,1
20985,5361,4818,1
20987,5361,5878,1
20990,1501,4753,1
20992,546,4153,1
20994,7928,743,1
20995,7928,4808,1
20997,7928,6593,1
20999,8350,622,1
21000,8350,1075,1
21001,8350,2190,1
21002,8350,2260,1
21003,8350,2613,1
21004,8350,5017,1
21005,8350,5336,1
21006,8350,6546,1
21007,8350,6916,1
21008,8350,7368,1
21009,7931,913,1
21010,7931,5182,1
21011,7931,8472,1
21012,1976,4392,1
21014,833,2690,1
21015,833,3333,1
21016,833,6173,1
21017,833,6276,1
21018,833,6920,1
21019,833,7694,1
21020,833,8152,1
21021,833,9129,1
21022,833,9282,1
21023,9282,833,1
21024,9282,1617,1
21025,9282,1691,1
21026,9282,5616,1
21027,9282,6478,1
21028,9282,7380,1
21029,9282,7469,1
21030,9282,8234,1
21031,9282,9129,1
21032,5326,2352,1
21033,5326,6927,1
21034,5326,7872,1
21035,5326,7933,1
21036,5326,8133,1
21037,5326,8445,1
21038,8445,2352,1
21039,8445,5326,1
21041,9117,2328,1
21042,9117,2334,1
21043,9117,3119,1
21045,9117,7729,1
21047,9117,8724,1
21048,4353,369,1
21049,4353,3745,1
21050,4353,7536,1
21051,4353,7537,1
21052,4353,8657,1
21053,4666,7443,1
21054,7443,494,1
21055,7443,3259,1
21056,7443,3468,1
21058,7443,5099,1
21059,7443,5530,1
21060,7443,6738,1
21061,3866,279,1
21062,3866,417,1
21063,3866,751,1
21064,3866,1440,1
21065,3866,2209,1
21066,3866,2518,1
21067,3866,2913,1
21068,3866,2982,1
21069,3866,3022,1
21070,3866,4721,1
21071,3866,4727,1
21072,3866,5033,1
21073,3866,5703,1
21074,3866,6148,1
21075,3866,6521,1
21076,3866,7500,1
21077,3866,8869,1
21078,3866,9076,1
21079,5351,1555,1
21080,5351,7034,1
21081,2122,239,1
21082,2122,627,1
21083,2122,725,1
21084,2122,1054,1
21085,2122,2570,1
21086,2122,2780,1
21087,2122,2876,1
21088,2122,3083,1
21089,2122,5250,1
21090,2122,5323,1
21091,2122,6260,1
21092,2122,6312,1
21093,2122,7723,1
21094,2122,7837,1
21095,2122,8679,1
21096,2122,8680,1
21097,2122,8910,1
21098,2122,9874,1
21099,75,2134,1
21100,75,3182,1
21101,75,3745,1
21102,75,3880,1
21103,75,5027,1
21104,75,6430,1
21105,75,7009,1
21106,75,7509,1
21107,75,7563,1
21108,75,7678,1
21109,75,8605,1
21110,75,9428,1
21111,75,9506,1
21113,2899,8855,1
21114,8855,2418,1
21116,8855,4240,1
21117,8855,5446,1
21118,8855,5806,1
21119,8855,8225,1
21120,872,128,1
21121,872,687,1
21122,872,3883,1
21123,872,5478,1
21124,872,7682,1
21125,872,8149,1
21126,3352,3105,1
21127,3352,7075,1
21128,3352,8979,1
21129,8979,3105,1
21131,8979,3690,1
21132,8979,4381,1
21134,8979,8864,1
21135,5426,1063,1
21136,5426,3421,1
21137,5426,5752,1
21138,5426,5982,1
21139,5426,6827,1
21140,5426,7293,1
21141,5426,8266,1
21142,7293,3965,1
21143,7293,5426,1
21144,7293,6827,1
21145,2620,2657,1
21146,2620,7037,1
21147,2620,7766,1
21148,7766,1063,1
21149,7766,1637,1
21150,7766,1917,1
21151,7766,2221,1
21152,7766,2620,1
21153,7766,2657,1
21154,7766,3608,1
21155,7766,5068,1
21156,7766,9182,1
21157,7766,9721,1
21158,7193,257,1
21159,7193,333,1
21160,7193,334,1
21161,7193,673,1
21162,7193,971,1
21163,7193,1175,1
21164,7193,1300,1
21165,7193,2782,1
21166,7193,4728,1
21167,7193,5043,1
21168,7193,5289,1
21169,7193,5745,1
21170,7193,6455,1
21171,7193,7600,1
21172,7193,8321,1
21173,7193,8412,1
21174,7193,8872,1
21175,8412,1175,1
21176,8412,1915,1
21177,8412,2782,1
21179,8412,5043,1
21180,8412,7193,1
21181,8412,7194,1
21182,2834,5054,1
21184,9791,2924,1
21185,9791,5008,1
21186,9791,6912,1
21187,9791,9327,1
21189,2179,921,1
21190,2179,1052,1
21191,2179,4587,1
21192,2179,7324,1
21194,2179,9296,1
21195,2179,9383,1
21197,9383,7944,1
21198,5067,4162,1
21199,5067,7332,1
21200,5067,8497,1
21201,8497,579,1
21203,635,1568,1
21204,635,2822,1
21205,635,3675,1
21206,1568,635,1
21207,1568,3675,1
21208,1568,8843,1
21209,3675,635,1
21211,3675,2772,1
21212,3675,2822,1
21213,3675,5864,1
21214,3675,7850,1
21215,3675,8753,1
21216,3675,9603,1
21217,6582,1159,1
21218,6582,6155,1
21219,5491,1252,1
21220,5491,6082,1
21221,5491,8129,1
21222,1381,1616,1
21223,1381,2291,1
21224,1381,3442,1
21225,1381,5976,1
21226,1381,6335,1
21227,1381,7073,1
21228,1381,9573,1
21230,3339,1084,1
21231,3339,1955,1
21232,3339,3225,1
21233,3339,4497,1
21234,3339,6622,1
21235,3339,7740,1
21236,3339,8418,1
21237,3339,8827,1
21238,3339,9156,1
21239,3339,9403,1
21240,3339,9478,1
21241,3339,9753,1
21242,9403,922,1
21243,9403,2959,1
21244,9403,3339,1
21245,9403,7574,1
21246,9403,8418,1
21247,9403,9030,1
21248,9403,9753,1
21249,2479,108,1
21250,2479,547,1
21251,2479,1008,1
21252,2479,1507,1
21253,2479,2491,1
21254,2479,3087,1
21255,2479,4452,1
21256,2479,4780,1
21257,2479,4973,1
21258,2479,5149,1
21259,2479,5385,1
21260,2479,5420,1
21261,2479,6260,1
21262,2479,6462,1
21263,2479,7106,1
21264,2479,7347,1
21265,2479,7398,1
21266,2479,7638,1
21267,2479,7723,1
21268,2479,8311,1
21269,2479,8553,1
21270,2479,8717,1
21271,2479,8906,1
21272,2479,9169,1
21273,8906,1611,1
21274,8906,2479,1
21275,8906,2684,1
21276,8906,5721,1
21277,6688,900,1
21278,6688,1328,1
21279,6688,2776,1
21280,6688,8307,1
21282,7021,2370,1
21283,7021,2400,1
21284,7021,5252,1
21285,7021,7134,1
21286,7021,8682,1
21287,3956,6531,1
21288,3956,6853,1
21289,3956,9308,1
21290,3956,9336,1
21291,6531,955,1
21292,6531,3956,1
21293,6531,6853,1
21294,6531,7730,1
21295,6531,9336,1
21296,6853,3956,1
21297,6853,6531,1
21299,6853,9336,1
21303,2901,435,1
21304,2901,3125,1
21305,2901,4584,1
21306,2901,5324,1
21307,2901,5622,1
21308,2901,6618,1
21309,2901,7980,1
21310,2901,7992,1
21311,2901,8081,1
21312,5324,1583,1
21313,5324,2901,1
21314,5324,3714,1
21315,5324,5927,1
21317,5324,6453,1
21319,5324,7980,1
21320,5324,9837,1
21321,4162,2234,1
21322,4162,5067,1
21324,4162,7332,1
21325,4162,7388,1
21326,4162,9708,1
21328,9141,581,1
21329,9141,8163,1
21330,9141,9493,1
21331,504,504,1
21332,504,1139,1
21333,9837,929,1
21334,9837,2256,1
21335,9837,2907,1
21336,9837,5324,1
21337,9837,5705,1
21338,9837,8004,1
21339,9837,8180,1
21340,9837,8236,1
21341,9246,6348,1
21343,9129,833,1
21344,9129,8152,1
21345,9129,9282,1
21348,4397,474,1
21349,4397,1931,1
21350,4397,4594,1
21351,4397,5880,1
21352,4397,7814,1
21353,4397,8204,1
21354,4552,603,1
21355,4552,2767,1
21356,4552,3447,1
21358,4552,7057,1
21359,4552,8455,1
